nama_makanan,air,energi,protein,lemak,karbo,serat,abu,kalsium,fosfor,besi,natrium,kalium,tembaga,seng,retinol,b_kar,kar_total,thiamin,riboflavin,niasin,vit_c,bdd,kategori,jenis_bahan,id_resep,bahan_bahan,langkah
Putu sopa,50.7,215,3.3,4.1,41.1,-,0.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,serealia,olahan,60,"Hasil: 1 loyang d.16 p
Bahan Lapisan Bawah:
5 sdm kelapa parut
3 sdm tepung beras
100 ml air
Sejumput garam
Bahan Lapisan Tengah:
2 tangkup gula merah (200 gram)
400 ml santan kekentalan sedang
3 butir telur ayam
2 sdm tepung terigu
1 sdm tepung beras
Secukupnya vanila esens/bubuk
Bahan Lapisan Atas:
3 sdm tepung beras
1 sdm gula pasir (opsional)
100 ml santan kekentalan sedang
100 ml air","1. Panaskan kukusan terlebih dahulu.
2. Campurkan semua bahan lapisan atas hingga merata, kukus selama 5 menit. Matikan api.
3. Untuk lapisan tengah: Rebus santan dan gula merah hingga gula larut (pada bagian ini bisa ditambah daun pandan). Matikan api, biarkan hingga menjadi hangat)
4. Campurkan telur, tepung beras, dan terigu dengan whisk hingga merata. Tuang santan dan gula merah hangat, aduk rata.
5. Nyalakan api kukusan kembali, tuangkan ke dalam loyang sedikit demi sedikit sambil disaring, kalau ditumpah langsung khawatir merusak lapisan pertama. Sisakan kurang lebih setebal 1 cm untuk lapisan atas ya. Kukus kurang lebih 20-25 menit.
Note: karena saya kebanyakan memasukkan lapisan tengahnya, saya tidak punya ruang yang proporsional untuk lapisan atasnya.
6. Untuk lapisan atas, campurkan tepung beras, gula pasir, santan, dan air hingga merata. Masak hingga mengental. Ingat, hingga mengental saja jangan sampai menggumpal. Tuangkan ke loyang yang sudah terisi adonan tengah, kukus selama kurang lebih 15-20 menit.
Note: Saya menyisakan sedikit adonan ini karena tidak cukup ruang lagi untuk menampung lapisan atasnya.
7. Dinginkan terlebih dahulu hingga benar-benar set, untuk memudahkan saat memotong dan kue tetap rapi."
Renggi goreng,8.8,471,4.7,21.8,64.1,6.4,0.6,4,80,1.1,126,29.0,0.90,1.3,0,0,0,0.53,0.05,8.2,0,100,serealia,olahan,,"Hasil: 5-6 porsi
2 cup beras ketan putih
1 buah kelapa ukuran kecil; parut
secukupnya garam
secukupnya air
secukupnya sambal duo","1. Siapkan parutan kelapa. Kukus parutan kelapa sampai matang. Lalu tambahkan garam secukupnya
2. Setelah beras ketan putih dicuci bersih. Aron beras dengan air secukupnya sampai air habis dan agak matang
3. Pindahkan beras ketan putih kedalam kukusan. Lalu kukus sampai mantang. Setelah matang ambil 1-2 sdm ketan putih, letakkan pada daun pisang (telah dibersihkan) lalu gulung. Setelah trbentuk rapi tabur parutan kelapa selagi panas. (Jika mempunyai cetakan putu lebih baik lagi, banyak yang jual di pasar kota palu)
4. Putu ketan putih pun siap disantap dengan si lauk pasangannya yaitu sambal duo. ENAAAAK~ Nostalgianya dapet banget hihi"
Roti boong,34.0,341,5.5,16.2,43.3,-,1.0,15,65,1.1,161,41.0,-,0.9,-,-,-,0.40,0.30,2.4,0,100,serealia,olahan,61,,
"Roti warna sawo
matang",40.0,249,7.9,1.5,49.7,-,0.9,20,140,2.5,500,91.0,-,-,0,0,0,0.15,-,-,0,100,serealia,olahan,,"Hasil: 4 porsi
250 gram tepung terigu
1 sdt ragi instan (fermipan)
4 sdm gula pasir
1/2 sdt garam halus
250 ml santan kental
1 sdt vanili (opsional)","1. Campur semua bahan kering kedalam wadah, aduk hingga semua bahan tercampur rata.
2. Setelah itu tuangkan santan sedikit demi sedikit kedalam adonan sambil di aduk.
3. Lalu diamkan selama -/+ 40 menit agar adonan mengembang.
4. Ambil adonan dengan 1 sendok sesuai selera, bulatkan dengan bantuan 1 sendok lagi dan goreng dalam minyak panas yang banyak, karena adonan akan mengembang saat digoreng.
5. Setelah garing dan agak kecoklatan, angkat lalu tiriskan, enak dimakan selagi hangat untuk temen ngeteh/ngopi😊"
Sarimuka,61.5,166,2.3,2.8,32.9,-,0.5,36,13,2.0,3,34.0,0.00,0.0,-,-,-,-,-,-,-,100,serealia,olahan,62,,
Spaghetti,66.1,139,7.4,2.1,22.6,-,2.1,109,53,4.7,-,-,-,-,42,-,940,0.35,-,-,0,100,serealia,olahan,,"Hasil: 16 potong
Layer 1
250 gr beras ketan
200 ml santan kekentalan sedang
1/2 sdt garam
3 lembar daun pandan
Layer 2
350 ml santan kekentalan sedang
150 gr gula merah, sisir
50 gr gula pasir
6 sdm tepung terigu
2 sdm tepung maizena
1/2 sdt garam
Vanili (skip)","1. Cuci beras, kemudian rendam selama 2 jam. Kukus beras sampai masak.
2. Sambil menunggu Beras masak, rebus santan dan daun pandan sampai mendidih.
3. Masukkan ketan yang sudah dikukus ke dalam santan. Aduk sampai rata. Biarkan sebentar
4. Siapkan loyang olesi dengan minyak, masukkan ketan. Tekan2 biar padat.
5. Buat layer 2 (atas): Masukkan telur dan gula, larutkan kemudian tambahkan tepung aduk rata. Tuang santan secara perlahan aduk sampai tercampur rata. Lalu saring.
6. Masak sebentar dengan api kecil, aduk² agar tidak gosong. Agak mengental baru angkat. Masukkan di loyang ketan. Kukus kurleb 30 menit.
7. Angkat dan dinginkan. Baru dipotong. Potong mulai pinggir. Siap dinikmati."
Srikaya ketan,41.0,265,2.7,6.4,49.1,-,0.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,serealia,olahan,63,,
Sunduk lawang,63.4,181,1.9,1.3,32.4,-,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,serealia,olahan,64,"Hasil: 8 porsi
400 g beras ketan putih, rendam selama 2 jam
200 ml santan kental
1 sdt garam
3 lembar daun salam

Srikaya gula merah
3 bungkus SariWangi Milk Tea Teh Tarik
4 lembar daun pandan
120 ml air
130 ml santan instan
120 g gula merah
¼ sdt garam
4 butir telur
2 sdm gula pasir
40 g tepung terigu","1. Cuci bersih ketan. Kukus dalam dandang panas selama 15 menit atau hingga setengah matang. Angkat.  
2. Masak ketan bersama santan, garam, dan daun pandan hingga santan terserap habis. Angkat. Kukus ketan dalam dandang panas hingga matang. Angkat.  
3. Masukkan ketan kukus ke dalam mangkuk aluminium mini hingga memenuhi 2/3 bagian mangkuk. Tekan-tekan sambil dipadatkan. Sisihkan.  
4. Srikaya gula merah: Masak santan, air, gula merah, SariWangi Milk Tea Teh Tarik, daun pandan, dan garam di atas api kecil sambil diaduk hingga larut dan harum. Angkat. Biarkan hingga tidak panas. Sisihkan.  
5. Kocok telur dan gula menggunakan whisk hingga gula larut. Tambahkan tepung terigu, aduk rata. Masukkan larutan gula merah, aduk. Saring. 
6. Tuang srikaya ke atas ketan. Kukus sebentar atau selama 7-10 menit. Angkat. Biarkan hingga tidak panas. Angkat. Potong-potong. Sajikan.  "
Suwir-suwir,13.4,347,0.5,0.9,84.2,0.8,1.0,42,40,4.3,-,-,-,-,1,-,240,0.13,-,0.9,0,100,serealia,olahan,,"Hasil: 7 kue
Bahan A :
400 ml santan kental ( saya 65 ml santan instan + air = 400 ml
125 gr gula merah
2 lembar daun pandan, robek, ikat simpul
Sejumput garam
Seujung sendok teh kapur sirih. Larutkan dengan 1 sdm air
Bahan B :
100 gr tepung beras
25 gr tepung tapioka
Daun pisang dan lidi secukupnya untuk membungkus","1. Siapkan semua bahan
2. Rebus semua bahan A sampai gula merah larut. Saya menggunakan wajan biasa. Gula merah yang saya pakai bersih. Jadi tidak perlu disaring.
3. Tunggu sampai hangat, masukkan bahan B. Aduk hingga tidak ada yang bergerindil
4. Kemudian masak lagi hingga tidak lengket diwajan. Matikan apinya
5. Ambil selembar daun, taruh adonan kira - kira 2 sdm. Lalu gulung daunnya. Semat dengan lidi / biting kedua ujung daun. Sisihkan Kerjakan hingga selesai
6. Tata didalam panci kukus yang airnya sudah mendidih. Lalu tutup pancinya selama 20 menit. Note : Waktu merebus santan 10 menit.
Waktu memasak adonan 10.
7. Setelah 20 menit, kue matang. Matikan apinya
8. Angkat dan sajikan setelah kue dingin / suhu ruang"
Tipa-tipa,11.3,355,6.2,1.2,79.8,1.3,1.5,17,328,1.6,-,-,-,-,0,0,0,0.26,0.04,1.5,0,100,serealia,olahan,,,
Wajit camilan,27.1,303,6.3,2.7,63.3,6.9,0.6,61,302,5.5,-,-,-,-,0,-,0,0.03,-,-,0,100,serealia,olahan,,,
Widaran,7.0,424,1.3,10.7,80.7,0.2,0.3,49,88,2.5,-,-,-,-,21,-,440,0.13,0.20,2.2,0,100,serealia,olahan,65,,
Wingko babat,29.7,355,3.2,15.1,51.4,2.4,0.7,47,63,1.1,-,-,-,-,0,-,0,0.08,0.08,0.0,0,100,serealia,olahan,66,"Hasil: 3 porsi
100 g keju cheddar, parut halus
200 g tepung kanji
½ sdt garam
2 butir telur
2 sdm air
minyak goreng","1. Dalam sebuah wadah, masukkan keju cheddar, tepung kanji, dan garam. Aduk hingga rata. Tambahkan telur dan air, aduk hingga menjadi adonan yang bisa dibentuk.
2. Bagi adonan menjadi 4 bagian, bungkus setiap bagiannya dengan plastic wrap.
3. Tuang minyak goreng yang banyak ke dalam wajan (jangan nyalakan api). Ambil ¼ sdt adonan, bentuk seperti cendol panjang menggunakan telapak tangan. Masukkan langsung ke dalam wajan berisi minyak dingin. Lakukan hingga 1 bagian adonan habis.
4. Letakkan wajan di atas api kecil, tunggu hingga adonan mengapung. Aduk secara berkala hingga kuning kecoklatan. Angkat, tiriskan. Biarkan minyak dingin kembali. Lakukan hal yang sama untuk sisa adonan.
5. Diamkan hingga Widaran Keju dingin, sajikan segera atau simpan dalam wadah kedap udara."
Yangko,37.4,254,3.0,1.1,58.1,0.8,0.4,184,24,2.6,-,-,-,-,0,-,96,0.15,-,0.0,0,100,serealia,olahan,67,"Hasil: 30 Pcs
Kelapa parut setengah tua, kukus 15 menit - 400 gram
Gula pasir - 250 gram
Tepung ketan putih - 150 gram
Tepung tapioka - 50 gram
Garam - 1/2 sdt
Pasta vanili - 1 sdt
Santan kental, rebus dengan daun pandan - 150 ml
Telur, kocok lepas - 1 butir
Minyak goreng - 1 sdm
Margarin, untuk olesan - secukupnya
","1. Dalam wadah, campurkan semua bahan kecuali santan, telur dan minyak goreng. Aduk rata dan remas-remas dengan tangan.
2. Masukkan santan hangat sedikit demi sedikit, sambil terus remas-remas adonan hingga rata. Hentikan penambahan santan bila adonan sudah dapat dipulung, jangan terlalu lembek atau encer.
3. Masukkan kocokan telur dan minyak goreng. Aduk rata.
4. Panaskan wajan datar anti lengket atau wajan cetakan kue lumpur. Olesi dengan margarin.
5. Tuang 1 sdm penuh (munjung) adonan wingko. Panggang dengan api kecil hingga kuning kecoklatan di kedua sisinya. Angkat.
6. Siap disajikan.
7. 
TIPS
1. Sesuaikan takaran santan kental dengan adonan wingko. Jika adonan masih terlihat kering dan belum bisa dipulung, maka bisa ditambahkan santal lagi.

2. Gunakan kelapa yang sudah dikerok bersih bagian luarnya yang berwarna kecoklatan, agar hasil parutannya bersih.

3. Gunakan wajan datar yang lebar, seperti Oxone-OX30F (Lihat di Lazada DISKON). Wajan berdiameter 30 cm ini sudah dilapisi marbel anti lengket, anti karat, dan aman untuk kesehatan. Panasnya merata, sehingga dijamin kue anda matang dengan tekstur yang sempurna."
"Arrowroot, segar",73.5,102,1.0,0.2,24.1,1.7,1.2,28,35,1.7,36,626.6,0.20,0.8,0,15,0.0,0.06,0.10,2.3,2,100,umbi berpati,tunggal,,"Hasil: 1 porsi
250 gram tepung ketan
5 gram vanili bubuk
1/4 sendok teh garam
100 gram gula pasir
300 ml air
Pewarna makanan sesuai selera
Tepung ketan atau tepung maizena sangrai secukupnya untuk taburan","1. Siapkan semua bahan yang dibutuhkan untuk membuat kue yangko.
2. Pertama-tama rebus 300 ml air dengan 100 gram gula pasir sampai mendidih dan gula larut. angkat dan dinginkan air gula. sisihkan.
3. Lalu siapkan mangkuk besar dan campurkan tepung ketan, garam, dan vanili bubuk. aduk rata.
4. Tuang air gula yang masih hangat sedikit demi sedikit ke dalam adonan tepung sambil terus diaduk sampai adonan menyatu, bertekstur kental, dan tidak ada adonan yang bergerindil.
5. Bagi adonan yangko menjadi 3 atau 4 bagian sesuai jumlah pewarna makanan yang mau digunakan dalam mangkuk yang berbeda-beda.
6. Beri setiap adonan pewarna makanan secukupnya dan aduk rata.
7. Setelah itu, masak tiap adonan yangko dalam teflon anti lengket dengan api kecil sambil terus diaduk-aduk sampai memadat.
8. Setelah memadat, tuang adonan yangko ke dalam loyang persegi panjang kecil yang sudah ditaburi tepung ketan atau maizena sangrai agar tidak lengket.
9. Ratakan dan rapikan yangko membentuk persegi panjang dengan tangan yang telah dibungkus plastik bening. sisihkan.
10. Lakukan proses di atas untuk sisa warna lain adonan yangko.
11. Jika semua varian yangko sudah jadi, masukkan adonan yangko ke dalam kulkas selama 3 jam agar memadat.
12. Setelah itu potong-potong yangko menjadi kotak atau persegi panjang sesuai selera.
13. Baluri yangko potong dengan tepung ketan atau maizena sangrai lagi agar tidak lengket. oles-oles dengan kuas agar tidak terlalu banyak tepung yang menempel.
14. Kue yangko siap disajikan untuk keluarga tercinta."
"Batatas gembili, segar",76.7,76,1.1,0.9,16.0,4.2,0.7,0,40,0.2,10,200.0,0.20,0.3,0,0,0.0,0.06,0.00,0.9,0,85,umbi berpati,tunggal,,,
"Batatas kelapa, ubi,
segar",76.1,89,1.1,0.1,21.0,4.0,0.7,0,40,0.2,20,340.0,0.10,0.2,0,0,0.0,0.38,0.00,0.9,0,85,umbi berpati,tunggal,,,
"Belitung, talas, segar",63.1,145,1.2,0.4,34.2,1.5,1.1,26,54,1.4,6,536.1,0.20,0.9,0,0,0.0,0.10,0.10,2.3,2,85,umbi berpati,tunggal,,,
"Bengkuang, segar",85.1,59,1.4,0.2,12.8,1.0,0.5,15,18,0.6,2,244.3,0.10,0.3,,0,,0.04,0.10,0.2,20,84,umbi berpati,tunggal,,,
"Bentul (Komba), talas,
segar",75.8,98,1.6,0.7,20.9,0.7,1.8,44,66,1.5,,195.5,0.20,0.6,0,0,0.0,0.02,0.10,0.8,0,86,umbi berpati,tunggal,,,
"Gadeng/Gadung,
kering",20.2,322,2.4,0.6,76.6,,0.2,39,22,2.2,5,2.0,0.50,0.2,0,0,0.0,0.45,0.02,1.0,0,100,umbi berpati,tunggal,,,
"Gadung, ubi, segar",74.4,100,0.9,0.3,23.5,2.1,0.9,79,66,0.9,8,687.2,0.20,0.2,0,0,0.0,0.23,0.00,0.5,2,85,umbi berpati,tunggal,,,
"Ganyong, segar",79.9,77,0.6,0.2,18.4,0.8,0.9,15,67,1.0,,,,,0,0,0.0,0.10,,,9,65,umbi berpati,tunggal,,,
"Gembili, ubi, segar",66.4,131,1.1,0.2,31.3,1.1,1.0,14,56,0.6,10,200.0,0.20,0.3,0,0,0.0,0.08,0.00,0.9,4,85,umbi berpati,tunggal,,,
"Hofa/Ubi hutan, segar",67.9,127,1.2,0.5,29.5,3.4,0.9,30,8,0.7,3,4.0,0.10,0.2,0,0,0.0,0.30,0.05,0.6,0,85,umbi berpati,tunggal,,,
"Kaburan, ubi, segar",66.5,133,1.0,0.2,32.2,0.7,0.5,65,50,0.6,10,899.2,0.20,0.2,0,0,0.0,0.01,0.00,0.3,0,81,umbi berpati,tunggal,,,
"Kentang, segar",83.4,62,2.1,0.2,13.5,0.5,0.8,63,58,0.7,7,396.0,0.40,0.3,0,0,0.0,0.09,0.10,1.0,21,85,umbi berpati,tunggal,,,
"Kentang hitam, segar",64.0,142,0.9,0.4,33.7,5.4,1.0,34,75,0.2,22,890.3,0.90,0.6,,0,,0.02,0.10,2.2,38,75,umbi berpati,tunggal,,,
"Keribang, ubi, segar",67.0,137,1.3,1.1,29.8,0.6,0.8,45,56,0.8,10,885.8,0.20,0.3,0,0,0.0,0.00,0.00,0.7,0,83,umbi berpati,tunggal,,,
"Ketela pohon/
singkong, segar",61.4,154,1.0,0.3,36.8,0.9,0.5,77,24,1.1,2,394.0,0.30,0.4,0,0,0.0,0.06,0.10,0.5,31,85,umbi berpati,tunggal,,,
Lepok/Ubi rumput,55.3,181,2.8,1.2,39.8,10.7,0.9,7,50,3.1,116,306.0,1.60,0.9,0,0,0.0,0.28,0.05,1.5,0,85,umbi berpati,tunggal,,,
"Sagu aren, kering",11.9,355,0.6,1.1,85.6,0.3,0.8,91,167,2.2,2,200.0,0.00,0.3,,,0.0,0.04,0.10,0.5,0,100,umbi berpati,tunggal,,,
"Sagu aren, segar",42.5,231,0.6,0.2,56.6,3.2,0.1,20,20,0.1,7,0.0,0.10,0.1,0,,0.0,0.20,0.00,0.0,0,100,umbi berpati,tunggal,,,
Sagu kasbi segar,42.5,230,0.6,0.2,56.5,3.0,0.2,20,1,0.3,100,410.0,0.10,0.2,0,0,0.0,0.10,0.00,0.0,0,100,umbi berpati,tunggal,,,
Sagu lempeng,13.5,347,0.9,0.3,85.2,4.7,0.1,30,30,0.2,11,0.0,0.10,0.1,0,0,,0.30,0.00,0.0,0,100,umbi berpati,tunggal,,,
"Sagu singkong, kering",12.0,362,0.5,0.3,86.9,,0.3,0,0,0.0,,,,,,0,0.0,0.00,,,0,100,umbi berpati,tunggal,,,
"Sente, talas, segar",14.0,353,0.7,0.2,84.7,6.6,0.4,11,13,1.5,30,694.6,0.60,2.2,,41,,0.05,0.20,2.8,5,86,umbi berpati,tunggal,,,
"Suweg, talas, segar",80.1,74,1.4,0.1,17.2,1.4,1.2,42,46,1.3,7,400.0,0.10,0.1,0,24,254.0,0.04,0.00,0.4,2,86,umbi berpati,tunggal,,,
"Talas bogor, segar",72.4,108,1.4,0.4,25.0,0.9,0.8,47,67,0.7,10,448.0,0.20,0.7,0,0,0.0,0.06,0.07,1.0,4,85,umbi berpati,tunggal,,,
"Talas pontianak, segar",60.0,163,2.3,0.5,36.4,0.7,0.9,45,80,1.7,14,323.1,0.30,1.0,0,0,0.0,0.02,0.10,1.3,,83,umbi berpati,tunggal,,,
"Talas viqueque, segar",70.6,115,1.8,0.5,25.9,8.6,1.2,50,220,0.9,1,70.0,0.30,1.0,0,0,0.0,0.08,0.10,0.9,,85,umbi berpati,tunggal,,,
"Ubi jalar, kuning, segar",72.6,119,0.5,0.4,25.1,4.2,1.0,30,40,0.4,3,1.0,0.10,0.2,0,794,4948.0,0.06,0.07,0.7,21,85,umbi berpati,tunggal,,,
"Ubi jalar manis, segar",78.4,83,1.5,0.2,18.8,0.6,1.1,27,162,2.1,52,320.7,0.10,0.3,0,0,0.0,0.02,0.00,0.4,0,85,umbi berpati,tunggal,,,
"Ubi jalar merah, segar",61.9,151,1.6,0.3,35.4,0.7,0.6,29,74,0.7,92,565.6,0.30,0.5,0,0,1208.0,0.13,0.08,0.7,11,86,umbi berpati,tunggal,,,
"Ubi jalar putih, segar",77.8,88,0.4,0.4,20.6,4.0,0.8,30,10,0.5,2,4.0,0.10,0.2,0,13,264.0,0.25,0.06,0.5,36,86,umbi berpati,tunggal,,,
"Ubi jalar tinta/
kemayung",72.5,108,0.5,0.4,25.6,4.2,1.0,30,40,0.5,1,1.0,0.10,0.2,0,13,0.0,0.09,0.06,0.6,24,85,umbi berpati,tunggal,,,
"Umbi Uwi, segar",69.7,120,2.8,0.5,82.3,2.6,0.9,9,42,1.3,12,412.0,0.30,0.6,,0,0.0,0.02,0.50,0.2,4,86,umbi berpati,tunggal,,,
"Batatas kelapa, ubi,
bakar",73.2,110,1.4,1.1,23.4,4.5,0.7,1,46,0.2,12,230.0,0.20,0.3,0,0,0.0,1.13,0.00,0.0,0,85,umbi berpati,olahan,,,
"Batatas kelapa, ubi,
kukus",75.7,92,1.2,0.3,21.0,4.1,1.8,0,42,0.2,10,209.0,0.20,0.3,0,0,0.0,0.28,0.00,0.7,0,100,umbi berpati,olahan,,,
"Batatas tali, ubi, rebus",53.2,182,2.4,0.4,42.2,9.2,1.8,1,80,0.3,20,402.0,0.30,0.6,0,0,0.0,0.27,0.00,1.3,0,100,umbi berpati,olahan,,,
"Belitung, talas, kukus",63.1,145,1.2,0.4,34.2,1.0,1.1,21,48,0.9,7,552.6,0.20,0.9,0,0,0.0,0.08,0.10,2.3,1,100,umbi berpati,olahan,,,
"Bentul, talas, kukus",81.1,71,2.3,0.3,15.4,0.5,0.9,29,26,0.6,,201.0,0.20,0.6,0,0,0.0,0.06,0.00,0.0,21,100,umbi berpati,olahan,,,
"Gadung, ubi, kukus",77.4,88,0.6,0.3,20.9,0.9,0.8,26,47,0.4,6,584.0,0.20,0.2,0,0,0.0,0.03,0.00,0.4,0,100,umbi berpati,olahan,,,
"Ganyong, rebus",74.1,100,0.8,0.2,23.8,0.9,1.1,15,65,0.9,,,,,0,0,0.0,0.04,,,6,100,umbi berpati,olahan,,,
"Ketela pohon/
singkong kukus",61.5,153,1.2,0.3,36.4,1.3,0.6,56,22,0.4,2,345.3,0.30,0.1,0,0,0.0,0.00,0.00,0.3,20,100,umbi berpati,olahan,,,
"Suweg, talas, kukus",75.5,93,1.5,0.1,21.9,0.9,1.0,50,58,0.8,6,350.3,0.10,0.1,0,0,283.0,0.09,0.00,0.3,0,100,umbi berpati,olahan,,,
"Talas bogor, kukus",69.2,120,1.5,0.3,28.2,0.7,0.8,31,63,0.7,11,498.0,0.20,0.6,0,0,0.0,0.05,0.60,0.8,2,100,umbi berpati,olahan,,,
"Ubi jalar, kuning,
kukus",74.2,100,0.7,0.3,23.8,1.0,1.0,44,46,0.4,3,0.8,0.10,0.2,0,819,4427.0,0.00,0.10,0.6,16,100,umbi berpati,olahan,,,
"Ubi jalar tinta/
kemayung kukus",58.5,165,0.9,0.2,39.8,1.1,0.6,20,23,0.8,1,0.9,0.10,0.2,0,0,0.0,0.02,0.10,0.5,0,100,umbi berpati,olahan,,,
Bagea kelapa asin,3.5,450,3.2,13.9,78.1,,1.3,38,38,0.3,74,0.0,0.20,0.2,0,0,0.0,0.30,0.00,0.0,0,100,umbi berpati,olahan,68,,
Bagea kelapa manis,3.0,452,1.3,13.8,80.6,,1.3,38,39,0.3,75,0.0,0.20,0.2,0,0,0.3,0.00,0.00,0.0,0,100,umbi berpati,olahan,,"Hasil: 10 porsi
2 Cup Tepung Sagu Asli sangrai
2 Cup Tepung terigu
3 Biji Telur
Setengah Cup Kelapa Parut Sangrai lalu Blender halus
Secukupnya Soda kue
1 setengah cup Gula pasir","1. Kocok telur dan gula hingga gulanya larut. Lalu masukkan soda kue,kelapa parut yang disangrai(telah diblender)dan tepung terigu perlahan,aduk rata menggunakan sendok atau spatula kayu.
2. Masukkan sedikit demi sedikit tepung sagu nya,jangan ragu menambahkan terigu bila adonan belum bisa dibentuk.
3. Siapkan oven dan loyang cetakan yang telah dioles mentega. Bentuk sesuai selera,dan panggang dngn api sedang kurang lebih 20 menit sesuai oven masing-masing."
Bagea kenari asin,2.8,529,3.2,29.1,63.6,,1.3,38,40,0.4,74,0.0,0.20,0.2,0,0,0.0,0.30,0.00,0.0,0,100,umbi berpati,olahan,,,
Bagea kenari manis,3.1,523,3.2,28.2,64.2,,1.3,38,39,0.3,74,0.0,0.20,0.2,0,0,0.0,0.30,0.00,0.0,0,100,umbi berpati,olahan,69,,
Bagea kw 1,7.2,416,6.5,9.4,76.3,0.4,0.6,49,77,4.9,,,,,13,,312.0,0.08,,2.6,0,100,umbi berpati,olahan,,"Hasil: 25 porsi
400 g Tepung sagu, sangrai
1 sdt Kayu manis bubuk
50 g Kenari cincang, sangrai
150 g Gula pasir. Diblender sebentar hingga halus
1/2 sdt Soda kue
100 ml Minyak sayur
2 butir Telur ayam","1. Campurkan bahan kering: tepung sagu, soda kue, kayu manis. Lalu ayak.
2. Mixer terlebih dahulu gula dan telur hingga mengental.
3. Lalu masukkan bahan kering lalu minyak sayur kemudian kenari cincang sambil dikocok manual dengan kecepatan rendah atau secara manual.
4. Bentuk adonan menjadi oval atau sesuai keinginan.
5. Panaskan oven. Kemudian tata adonan ke loyang yang telah diolesi margarin atau bisa juga dialasi baking paper.
6. Panggang dalam oven suhu 160℃ selama 30 menit. Angkat dan dinginkan.
Nb: jika adonan anda terasa masih lembek atau lengket ditangan sebaiknya tambahkan lagi tepung sagunya sampai adonan kalis tidak lengket tapi jangan terlalu banyak juga menambahkan tepungnya. Atau bisa juga adonan disimpan ke dalam kulkas sekitar 30 menit.
7. Jadi tekstur adonan kue sebelum dipanggang seperti kue kering pada umumnya. Jika adonannya masih lengket nanti kalau pas matang jadinya gak renyah. jadi saran aku tambahin lagi tepungnya sampai adonan kalis."
Bagea kw 2,7.9,382,0.3,3.5,87.2,0.9,1.1,172,120,7.6,,,,,0,0,0.0,0.02,,,0,100,umbi berpati,olahan,,,
Beras Cerdas,11.3,350,2.7,1.1,82.3,6.2,2.6,28,351,2.9,358,568.0,0.20,0.9,,0,0.0,0.02,0.20,0.3,0,100,umbi berpati,olahan,70,,
