,nama_makanan,air,energi,protein,lemak,karbo,serat,abu,kalsium,fosfor,besi,natrium,kalium,tembaga,seng,retinol,b_kar,kar_total,thiamin,riboflavin,niasin,vit_c,bdd,kategori,jenis_bahan,id_resep,bahan_bahan,langkah,bahan_stemmed
217,mie bendo,11.5,353,0.3,0.0,88,2.4,0.2,28,14,2.8,9,49.2,0.50,0.1,0,2,0,0.02,0.00,0.1,0,100,umbi berpati,olahan,94,"hasil: 3 porsi
300 gram mie aci/mie golosor
1/4 kol, iris
1 tangkai pokcoy, iris
2 sdm minyak untuk menumis
bumbu
6 siung bawang merah
3 siung bawang putih
1/2 sdt lada bubuk
1 sdt gula pasir
2 sdt garam
1 sdt kaldu jamur","1. siapkan semua bahan.
saya ulek bumbunya (biar lebih meresap)
seduh mie dengan air panas, tiriskan
2. tumis bumbu sampai harum kemudian masukkan irisan kol dan pokcoy
3. aduk2 dan test rasa dengan tambahkan gula, garam, lada bubuk dan kaldu jamur. angkat dan siap sajikan dengan sambel kacang😋🙏","['hasil', 'porsi', 'gram', 'mie', 'acimie', 'golosor', 'kol', 'iris', 'tangkai', 'pokcoy', 'iris', 'sdm', 'minyak', 'tum', 'bumbu', 'siung', 'bawang', 'merah', 'siung', 'bawang', 'putih', 'sdt', 'lada', 'bubuk', 'sdt', 'gula', 'pasir', 'sdt', 'garam', 'sdt', 'kaldu', 'jamur']"
218,mie sagu,52.8,190,0.2,0.4,46.5,1.4,0.1,8,7,0.3,10,2.6,0.10,0.0,0,2,0,0.00,0.40,0.0,0,100,umbi berpati,olahan,95,"hasil: 4-5 porsi
250 gr mie lethek/bendo, rendam kurleb 10 menit, cuci, tiriskan
150 gr ayam (lbh enak ayam kampung), rebus, suwir2
2 batang daun bawang, potong2
1 wortel potong korekapi
50 ml air kaldu
1 tomat matang, iris2
1-2 telur
4 sdm minyak untuk menumis
1 sdm bawang goreng
6 lembar kobis, potong2
bumbu halus :
1/2 sdt merica bubuk
4 siung bawang putih
2 butir kemiri
1 sdm garam (menurut selera)","1. tumis bumbu halus sampai harum, tambahkan wortel,daun bawang, tomat, dan air, masak sampai mendidih
2. masukkan telur, aduk2, tambahkan ayam, aduk rata, masukkan kobis, aduk sampai layu
3. masukkan mie lethek, aduk rata, koreksi rasa, masak kurleb 7 menit, angkat, hidangkan dengan taburan bawang goreng
4. catatan : jika ingin mie pedas, tambahkan irisan cabe rawit hijau/merah pada saat memasak. mie lethek juga enak jika dimasak sebagai mie godhog","['hasil', 'porsi', 'gr', 'mie', 'lethekbendo', 'rendam', 'kurleb', 'menit', 'cuci', 'tiris', 'gr', 'ayam', 'ayam', 'kampung', 'rebus', 'suwir', 'batang', 'daun', 'bawang', 'potong', 'wortel', 'potong', 'korekapi', 'ml', 'air', 'kaldu', 'tomat', 'matang', 'iris', 'telur', 'sdm', 'minyak', 'tum', 'sdm', 'bawang', 'goreng', 'lembar', 'kobis', 'potong', 'bumbu', 'halus', 'sdt', 'merica', 'bubuk', 'siung', 'bawang', 'putih', 'butir', 'kemiri', 'sdm', 'garam', 'selera']"
219,ongol-ongol sagu,75.3,111,0.3,2.7,21.2,0.3,0.5,79,15,1.7,0,0,0,0,0,0,0.0,0.06,0,0,0,100,umbi berpati,olahan,96,"hasil: 3 porsi
1 bungkus mie sagu
3 siung bawang putih iris halus / 2 sdm baceman bawang putih
5 bh cabe rawit, iris halus
kecap manis
saus tiram
minyak goreng
garam
masako
2 butir telur ayam
air","1. rendam mie sagu di air biasa. kalau saya biasanya dicuci sebentar di air mengalir lalu direndam.
2. siapkan wajan, panaskan minyak sekitar 3 sdm, tumis bawang putih sampai layu. tambahkan cabe rawit yg sudah diiris.
3. sisihkan bawang dan cabe ke pinggir wajan, orak arik telur sampai matang. bisa juga ditambah topping bakso, sawi, tauge. opsional saja.
4. tambahkan air sekitar 1/4 gelas belimbing, masukkan kecap manis, saus tiram, garam dan masako.
5. masukkan mie sagu, masak sampai mie matang/ melembek. jangan masak mie sagu terlalu lama, nanti mienya terlalu lembek seperti bubur.
matikan kompor, mie sagu siap dihidangkan.","['hasil', 'porsi', 'bungkus', 'mie', 'sagu', 'siung', 'bawang', 'putih', 'iris', 'halus', 'sdm', 'bacem', 'bawang', 'putih', 'bh', 'cabe', 'rawit', 'iris', 'halus', 'kecap', 'manis', 'saus', 'tiram', 'minyak', 'goreng', 'garam', 'masako', 'butir', 'telur', 'ayam', 'air']"
220,oyek,12.6,351,0.9,0.9,84.9,4.3,0.7,60,36,2.1,5,229.0,0.10,0.5,0,0,0,0.02,0.02,0.5,0,100,umbi berpati,olahan,97,"hasil: 1 porsi
200 gr tepung sagu
200 gr gula merah (sisir halus)
700 ml air
kelapa parut secukupnya (dikukus agar tidak mudah basi)","1. masak terlebih dahulu gula merah dengan sedikit air (ambil sedikit dari 700 ml). setelah gula merah hancur, kemudian saring. sisihkan.
2. di wadah lain campur tepung sagu dengan air aduk sampai rata. lalu campurkan gula merah yang sudah disaring. kemudian masak di atas kompor dengan api sedang. aduk terus sampai benar-benar kental dan menyatu (seperti adonan dodol). usahan masak dengan teplon anti lengket.
3. setelah benar-benar masak. kemudian potong sesuai selera. kemudian balurkan dengan kelapa parut yang sudah ditaburi garam.","['hasil', 'porsi', 'gr', 'tepung', 'sagu', 'gr', 'gula', 'merah', 'sisir', 'halus', 'ml', 'air', 'kelapa', 'parut', 'kukus', 'mudah', 'basi']"
221,papeda,84.8,61,0.2,0.1,14.9,0.5,0.1,3,1,0.2,4,20.0,0.10,0.1,0,0,0,0.06,0.00,0.0,0,100,umbi berpati,olahan,98,"hasil: 6 orang
500 gram oyek
150 gram kelapa parut setengah tua kupas bersih
sejumput garam (untuk kelapa parut)
secukupnya air","1. siapkan semua bahan, cuci oyek dibawah air mengalir. tiriskan.
2. kukus kelapa parut kurang lebih 10 menit sisihkan. kemudian kukus oyek selama kurang lebih 15 menit dengan api sedang. kemudian di aron hanya dengan dicipratkan air secukupnya diatas kukusan saja sambil diaduk sampai rata.
3. kukus kembali selama 15 - 20 menit matikan api. tambahkan kelapa kukus yang sudah dikasih sejumput garam (secukupnya), aduk hingga rata.
4. oyek pengganti nasi siap disajikan enak gurih sebaiknya disajikan selagi hangat empuk. ","['hasil', 'gram', 'oyek', 'gram', 'kelapa', 'parut', 'tua', 'kupas', 'bersih', 'jumput', 'garam', 'kelapa', 'parut', 'air']"
222,rasbi (beras ubi),11.1,394,2.2,8.8,76.6,6.8,1.3,68,76,1.6,165,388.0,0.40,0.4,0,0,0,0.02,0.30,1.2,0,100,umbi berpati,olahan,,"hasil: 2 porsi
5 sdm tapioka
1 butir telur
150 ml air
penyedap rasa secukup nya
bubuk balado / keju (sesuai selera)
blue band
tusuk sate","1. larutkan tepung tapioka dengan air, lalu tambahkan penyedap rasa
2. kocok telur di mangkok terpisah
3. panaskan teflon, lalu masukkan blueband kemudian tumpahkan 1 sdm telur dan 3 sdm tapioka dengan api sedang.. selanjutnya taburkan bubuk balado / keju sesuai selera
4. bila adonan sudah agak sedikit kering, segera gulung dengan tusuk sate","['hasil', 'porsi', 'sdm', 'tapioka', 'butir', 'telur', 'ml', 'air', 'sedap', 'cukup', 'bubuk', 'balado', 'keju', 'sesuai', 'selera', 'blue', 'band', 'tusuk', 'sate']"
223,rasi (beras singkong),12.6,350,0.9,0.4,85.7,14.4,0.5,42,21,1.5,8,14.0,0.30,0.5,0,0,0,0.02,0.02,0.4,0,100,umbi berpati,olahan,,,,[]
224,sagu forno,31.5,291,0.5,4.0,63.4,0,0.6,10,20,0.8,40,50.0,0.10,0.2,0,0,0.0,0,0,0,0,100,umbi berpati,olahan,,,,[]
225,"sagu lemak (kue
sagon)",4.3,452,2.8,14.8,76.8,1.1,0.7,15,39,1.1,182,52.7,0.04,0.8,0,1220,0.0,0.32,0.04,0.1,0,100,umbi berpati,olahan,99,,,[]
226,sagu manis,32.6,287,0.5,3.9,62.4,0,0.6,8,17,0.7,34,42.0,0.10,0.2,0,0,0.0,0,0,0,0,100,umbi berpati,olahan,100,"hasil: 6 porsi
tepung sagu tani - 250 gram
kelapa parut - 250 gram
gula pasir - 200 gram
daun pandan - 2 lembar
","1. sangrai kelapa parut bersama dengan daun pandan sebentar saja sampai wangi. angkat dan biarkan dingin. sisihkan.
2. dalam wadah, campur kelapa sangrai, tepung sagu, dan gula pasir. aduk menggunakan tangan sampai rata.
3. tuang adonan ke dalam loyang sambil dipadatkan.
4. panggang adonan dalam oven selama 30 menit dengan suhu 150°c. keluarkan dan biarkan dingin.
5. siap disajikan atau simpan dalam toples.","['hasil', 'porsi', 'tepung', 'sagu', 'tani', 'gram', 'kelapa', 'parut', 'gram', 'gula', 'pasir', 'gram', 'daun', 'pandan', 'lembar']"
227,sagu rendang,8.2,364,0.1,0.2,90.5,1.9,1.0,13,9,3.9,42,15.1,0.10,0.1,0,0,0,0.02,0.60,0.8,0,100,umbi berpati,olahan,101,"hasil: 16 bungkus
bahan a:
25 gram sagu mutiara
1 lembar daun pandan
secukupnya air untuk merebus
bahan b:
50 gram tepung hunkwe (me: 60 gram)
50 gram gula pasir (me: 60 gram)
1/2 sdt garam
250 ml air (me: 275 ml air)
65 ml santan kara (me: 105 ml klatu)
1 lembar daun pandan (ikat simpul)","1. rendam sagu mutiara selama 20 menit. masak air hingga mendidih, lalu masukkan sagu mutiara yang sudah direndam sampai matang (tanda sudah matang adalah sagu mutiara berwarna bening, tidak ada bintik putihnya lagi), angkat tiriskan lalu rendam di air dingin agar sagu mutiara tidak lengket satu sama lain.
2. campur jadi satu bahan b, aduk rata. lalu masak dengan api kecil sampai meletub-letub (aduk terus ya biar tidak menggumpal dan hangus bagian bawahnya).
3. campur bahan a ke bahan b, aduk rata, lalu ambil sesendok2, taruh di plastik dan bungkus. atau bisa juga ditaruh di cetakan. (me: bungkus daun)","['hasil', 'bungkus', 'bahan', 'gram', 'sagu', 'mutiara', 'lembar', 'daun', 'pandan', 'air', 'rebus', 'bahan', 'gram', 'tepung', 'hunkwe', 'gram', 'gram', 'gula', 'pasir', 'gram', 'sdt', 'garam', 'ml', 'air', 'ml', 'air', 'ml', 'santan', 'kara', 'ml', 'klatu', 'lembar', 'daun', 'pandan', 'ikat', 'simpul']"
228,sagu sinole,22,354,0.8,8.3,68.9,0,0.1,10,30,0.8,30,11.0,0.20,0.3,0,0,0.0,0,0,0,0,100,umbi berpati,olahan,102,"hasil: 4 orang
bubur randang :
250 g sagu randang
800 ml air
125 g gula merah
50 g gula pasir
sejumput garam
1 lembar daun pandan
kuah santan :
450 ml santan agak encer
1/4 sdt garam
1 lembar daun pandan","1. rebus air hingga hingga mendidih. masukkan daun pandan dan sagu randang, masak hingga sagu menjadi transparan, sambil terus diaduk agar tidak menggumpal.
2. selanjutnya masukkan gula merah, gula pasir dan garam, aduk hingga rata dan gula cair. matikan api kompor.
3. dalam panci campurkan semua bahan kuah santan. masak hingga mendidih, aduk terus agar santan tidak pecah. matikan api kompor.
4. dalam mangkok sendokkan bubur sagu randang, siram dengan kuah santan. sajikan.","['hasil', 'bubur', 'randang', 'sagu', 'randang', 'ml', 'air', 'gula', 'merah', 'gula', 'pasir', 'jumput', 'garam', 'lembar', 'daun', 'pandan', 'kuah', 'santan', 'ml', 'santan', 'encer', 'sdt', 'garam', 'lembar', 'daun', 'pandan']"
229,"serimping talas
kebumen",4.8,478,2.5,21.2,69.2,1.7,2.3,112,118,2.3,0,0,0,0,0,0,0.0,0.25,0,0,0,100,umbi berpati,olahan,103,"80 gr tepung sagu sapapua
100 gr kelapa parut seperempat sdt garam
30 gr gula merah

bahan saus:
90 gr gula merah
90 gram 200 gr santan
115 ml air
1/4 sdt maizena","1. campurkan tepung sagu, kelapa parut dan garam kemudian aduk hingga merata.
2. bagi adonan menjadi kecil (kira-kira 50 gram), kemudian cetak bentuk lingkaran dan pipihkan.
3. masak menggunakan teflon dengan api kecil hingga matang dan berwarna kecokelatan.
4. taburkan parutan gula merah diatas sinole yang sudah matang, kemudian gulung.
5. panaskan kembali sinole yang sudah matang diatas teflon dengan api kecil, supaya gulungan sinole menempel dan tidak mudah lepas. sisihkan.
6. campurkan air dan santan, kemudian masak menggunakan api sedang.
7. tambahkan gula merah sambil diaduk hingga tercampur rata.
8. tambahkan maizena ke dalam saus, kemudian aduk hingga mengental dan dinginkan di suhu ruang
9. sinole siap dihidangkan dengan saus manis.","['gr', 'tepung', 'sagu', 'sapapua', 'gr', 'kelapa', 'parut', 'empat', 'sdt', 'garam', 'gr', 'gula', 'merah', 'bahan', 'saus', 'gr', 'gula', 'merah', 'gram', 'gr', 'santan', 'ml', 'air', 'sdt', 'maizena']"
230,tapai singkong,57.4,169,1.4,0.3,40.2,2.0,0.7,21,34,0.8,0,0,0,0,0,0,0.0,0.00,0,0,9,100,umbi berpati,olahan,104,"1 kg tepung beras
100 gr tepung tapioka
3 sachet penyedap (me : atom)
gula,garam dan lada bubuk
5 siung bawang putih
5 tangkai daun bawang
1 butir kelapa (parut)
secepatnya air hangat
1 butir telur","1. campurkan tepung beras + kelapa lalu kukus 30 menit
2. haluskan bawang putih, masukkan kedalam adonan tambahkan tapioka beri penyedap,gula garam dan lada.lalu uleni sampai kalis
3. cetak,saya dibentuk bulat kecil kecil lalu di pipihkan dengan rolling pin.lalu panaskan minyak goreng sampai kecoklatan
4. sajikan 😘","['kg', 'tepung', 'beras', 'gr', 'tepung', 'tapioka', 'sachet', 'sedap', 'atom', 'gulagaram', 'lada', 'bubuk', 'siung', 'bawang', 'putih', 'tangkai', 'daun', 'bawang', 'butir', 'kelapa', 'parut', 'cepat', 'air', 'hangat', 'butir', 'telur']"
231,tepung arrowroot,13.6,355,0.7,0.2,85.2,0.4,0.3,8,22,1.5,2,10.7,0.00,0.1,0,20,3.0,0.09,0.00,0.0,0,100,umbi berpati,olahan,,"1 kg singkong
4 keping ragi
6 lembar daun pisang
air secukupnya","1. kupas kulit singkong terlebih dahulu. kemudian potong sesuai selera.
2. siapkan panci lalu isi dengan air. rebus singkong setengah matang. sebaiknya hindari singkong hingga bertekstur pecah-pecah.
3. angkat dan tiriskan singkong setengah matang tersebut. 4. diamkan dan pastikan singkong benar-benar kesat dan dingin. sisihkan.
5. tumbuk ragi hingga halus. sebaiknya dimasukkan dalam plastik terlebih dahulu agar tidak tercecer, kemudian haluskan menggunakan ulekan.
6. siapkan wadah, lalu alasi menggunakan daun pisang hingga menutup seluruh bagian wadah.
7. taburkan ragi pada daun pisang secara tipis. kemudian, susunlah singkong di dalamnya. sembari menaburkan ragi kembali di atas singkong pada setiap lapisan. lakukan proses tersebut sampai singkong benar-benar habis.
8. tutuplah bagian atas wadah menggunakan daun pisang yang tersisa pada bagian atasnya.
9. tutup kembali menggunakan kain hingga benar-benar rapat. tutup kembali menggunakan bahan yang lebih keras agar tidak ada udara yang bisa masuk.
10. diamkan selama 2 hari.
11. jika sudah 2 hari, buka penutup dan tape siap disajikan atau ditambahkan menjadi bahan kue tape.","['kg', 'singkong', 'keping', 'ragi', 'lembar', 'daun', 'pisang', 'air']"
232,tepung ganyong,13.6,353,0.8,1.7,83.6,0.7,0.3,4,31,3.3,3,63.5,0.10,0.3,0,0,0,0.02,0.00,0.9,1,100,umbi berpati,olahan,,,,[]
233,tepung gaplek,13,345,2.4,0.4,83.1,6.7,1.1,18,95,1.5,6,55.0,0.40,1.2,0,1,0,0.30,0.20,0.1,0,100,umbi berpati,olahan,,,,[]
234,"tepung kentang,
kering",13,347,0.3,0.1,85.6,0.4,1.0,20,30,0.5,51,156.3,0.20,0.5,0,0,0.0,0.04,0.00,0.4,0,100,umbi berpati,olahan,,,,[]
235,tepung mocaf,11.9,350,1.2,0.6,85,6.0,1.3,60,64,15.8,8,403.0,0.10,0.6,0,0,0,0.02,0.02,0.7,2,100,umbi berpati,olahan,,,,[]
236,tepung sente,15.3,326,4,0.4,76.7,8.5,3.6,41,141,3.5,14,"1602.
0",0.40,1.4,0,0,0,0.02,0.20,7.7,0,100,umbi berpati,olahan,,,,[]
237,"tepung singkong/
tapioka",9.1,363,1.1,0.5,88.2,0.9,1.1,84,125,1.0,1,7.1,0.00,0.1,0,0,0,0.04,0.00,0.4,0,100,umbi berpati,olahan,,,,[]
238,tepung tales beneng,12.2,332,5.7,0.6,76.1,12.2,5.5,59,302,10.7,7,"1404.
0",0.80,6.2,0,0,0,0.02,0.10,0.3,0,100,umbi berpati,olahan,,,,[]
239,tepung ubi ungu,9.4,354,2.8,0.6,84.4,12.9,2.8,89,125,3.9,42,940.0,0.80,0.6,0,0,0,0.40,0.02,0.0,0,100,umbi berpati,olahan,,,,[]
240,tiwul,11.2,353,2.4,1.1,83.4,6.5,1.6,55,95,4.7,5,670.0,0.20,0.8,0,0,0,0.02,0.02,0.1,3,100,umbi berpati,olahan,105,,,[]
241,tiwul instan,9.1,395,3.2,8.5,76.5,4.2,2.7,81,81,5.8,377,469.0,2.10,1.2,0,0,0,0.40,0.20,0.2,4,100,umbi berpati,olahan,,"hasil: 3 porsi
50 tepung gaplek
150 ml air kurang lebih
1/4 sendok teh garam
gula merah secukupnya, sisir untuk taburan (atau bisa pakai gula pasir)
kelapa parut kukus yang sudah di beri sedikit garam secukupya untuk penyajian","1. ambil tampah atau wadah lain yang besar. tuang tepung gaplek, tambahkan garam, aduk hingga rata.
2. perciki tepung gaplek sedikit demi sedikit hingga jadi adonan yang bergerindil atau berbutir2 kasar. 3. jangan langsung di tuang ya airnya..nanti adonan akan terlalu rata dan homogen..jadi hasil tiwul kurang cantik dan terlalu kenyal rasanya.
4. jika sudah jadi adonannya..panaskan kukusan, alasi dengan daun pisang , tuang tiwul, taburi gula merah di beberapa bagian,
5. alu kukus tiwul hingga tingkat kematangan sesuai selera. boleh sesekali di buka kukusannya dan di aduk agar matang sempurna tiwulnya...dan di cicipi sampai mau matang empuk atau cukup matang
6. sajikan dengan kelapa parut kukus..untuk tiwul manis..atau bisa juga di makan dengan lauk pauk jika tiwulnya tawar.","['hasil', 'porsi', 'tepung', 'gaplek', 'ml', 'air', 'sendok', 'garam', 'gula', 'merah', 'sisir', 'tabur', 'pakai', 'gula', 'pasir', 'kelapa', 'parut', 'kukus', 'garam', 'secukupya', 'saji']"
242,ubi cilembu,52.7,186,1.9,0.2,44.3,3.4,0.9,37,51,0.6,1,61.9,0.10,0.2,0,26,0.0,0.02,0.20,0.0,0,89.6,umbi berpati,olahan,,,,[]
243,uli batatas,66.5,150,1.1,4.0,27.4,0,1.0,0,23,0.1,6,112.0,0.10,0.2,0,0,0.0,0.53,0.00,1.3,0,100,umbi berpati,olahan,,,,[]
244,"kacang arab, kering",11.6,330,23.8,1.4,60.2,17.4,3.0,57,388,4.7,24,874.3,0.85,3.4,0,40,140.0,0.77,0.21,1.5,2,100,"kacang, biji, bean",tunggal,,,,[]
245,"kacang babi, kering",11.6,341,30.4,3.2,51.3,4.5,3.5,178,521,6.8,13,1768.0,0.82,3.1,0,0,87.0,0.23,0.33,2.8,0,80,"kacang, biji, bean",tunggal,,,,[]
246,"kacang belimbing
(kecipir), kering",10.4,400,34.4,16.9,34.1,10.7,4.2,468,182,6.8,37,955.0,2.82,2.0,0,0,0,0.30,0.44,3.0,0,100,"kacang, biji, bean",tunggal,,,,[]
247,"kacang beracun, segar",72.1,118,4.4,1.5,21.6,0,0.4,50,50,1.7,10,40.0,0.30,1.0,0,0,0,0.43,0,0,0,0,"kacang, biji, bean",tunggal,,,,[]
248,"kacang bogor, kering",10,370,16,6.0,65,26.3,3.0,85,264,4.2,44,868.8,1.48,2.7,0,0,0,0.18,0.26,6.2,0,100,"kacang, biji, bean",tunggal,,,,[]
249,"kacang bogor, segar",60.8,165,7.7,3.1,27.4,2.5,1.0,96,126,5.3,6,537.0,0.41,1.2,0,29,0,0.32,0.35,2.7,0,100,"kacang, biji, bean",tunggal,,,,[]
250,"kacang endel, biji,
kering",14,331,25,1.0,58,23.6,2.0,80,400,5.0,12,1322.4,0.68,2.7,0,0,0,0.30,0.75,2.3,0,95,"kacang, biji, bean",tunggal,,,,[]
251,"kacang ercis, segar",67.6,129,12.4,0.7,18.3,28.6,1.0,40,130,2.3,4,310.0,0.30,2.1,0,212,0,0.29,0.05,2.7,0,45,"kacang, biji, bean",tunggal,,,,[]
252,"kacang galing, segar",12,336,23.1,1.7,59.5,0,3.8,80,400,5.0,0,0,0,0,0,0,0,0.60,0,0,0,95,"kacang, biji, bean",tunggal,,,,[]
253,"kacang gude, biji,
kering",16.1,316,20.7,1.0,58,4.6,4.2,146,445,4.7,16,1306.2,0.99,2.7,0,19,0,0.30,0.19,2.4,0,100,"kacang, biji, bean",tunggal,,,,[]
254,"kacang gude, biji,
segar",70.3,114,7,0.6,20.8,4.4,2.3,3,122,1.5,4,480.5,0.12,0.9,0,0,70.0,0.37,0.07,0.8,43,100,"kacang, biji, bean",tunggal,,,,[]
255,"kacang hijau var,
bakti, kering",7.4,350,17.1,1.8,70.7,5.7,3.1,94,315,4.9,46,893.9,1.52,3.1,0,171,235.0,0.40,0.27,2.6,11,100,"kacang, biji, bean",tunggal,,,,[]
256,"kacang hijau var,
siwalik, kering",8.8,339,20.8,2.1,64.6,7.4,3.7,122,136,4.9,45,880.4,1.50,3.1,0,168,321.0,0.45,0.27,2.6,0,100,"kacang, biji, bean",tunggal,,,,[]
257,"kacang hijau, kering",15.5,323,22.9,1.5,56.8,7.5,3.3,223,319,7.5,42,815.7,1.90,2.9,0,156,223.0,0.46,0.15,1.5,10,100,"kacang, biji, bean",tunggal,,,,[]
258,"kacang hitam, kering",12.5,346,16.6,1.7,66.1,22.8,3.1,70,300,4.7,3,0.0,0.90,3.5,0,28,0,0.16,0.10,2.1,0,100,"kacang, biji, bean",tunggal,,,,[]
259,"kacang kapri, segar",74.3,98,6.7,0.4,17.7,6.2,0.9,22,122,1.9,6,296.6,0.21,1.5,0,0,680.0,0.34,0.16,2.5,26,45,"kacang, biji, bean",tunggal,,,,[]
260,"kacang kedelai, kering",12.7,381,40.4,16.7,24.9,3.2,5.5,222,682,10.0,210,713.4,1.58,3.9,0,237,31.0,0.52,0.12,1.2,0,100,"kacang, biji, bean",tunggal,,,,[]
261,"kacang kedelai, segar",20,286,30.2,15.6,30.1,2.9,4.1,196,506,6.9,28,870.9,1.24,3.6,0,0,95.0,0.93,0.26,1.8,0,100,"kacang, biji, bean",tunggal,,,,[]
262,"kacang kincai, kering",4.2,444,19.9,16.0,55,0,4.9,26,0,0,0,0,0,0,0,0,0,0.10,0.10,1.9,0,0,"kacang, biji, bean",tunggal,,,,[]
263,"kacang komak, segar",20.9,327,16.4,4.3,55.8,0.5,2.6,74,282,4.0,22,1137.0,0.90,2.1,0,0,0,0.99,0.12,0.1,0,45,"kacang, biji, bean",tunggal,,,,[]
264,"kacang kuning, kering",11.7,355,17,2.5,66,15.1,2.8,140,220,5.8,1,0.0,0.70,3.2,0,58,0,0.47,0.08,1.9,0,0,"kacang, biji, bean",tunggal,,,,[]
265,"kacang lebui /iris,
kering",11.8,346,16.5,1.5,66.6,37.3,3.6,144,368,3.4,17,1225.0,1.50,3.3,0,64,0,0.62,0.20,0.0,0,100,"kacang, biji, bean",tunggal,,,,[]
266,"kacang mentega,
kering",13.7,344,16.7,2.1,64.6,13.0,2.9,110,300,6.7,1,10.0,0.70,2.5,0,0,0,0.21,0.07,1.2,0,0,"kacang, biji, bean",tunggal,,,,[]
267,"kacang merah /banda,
kering",13,350,13.9,3.0,66.9,26.3,3.2,84,242,6.8,19,1127.0,0.00,42.0,0,137,0,0.15,0.76,0.3,0,100,"kacang, biji, bean",tunggal,,,,[]
268,"kacang merah tua,
kering",12.3,280,16.7,1.6,63.2,4.6,6.2,209,335,6.4,19,1348.5,0.69,2.8,0,0,0,0.10,0.08,2.0,6,100,"kacang, biji, bean",tunggal,,,,[]
269,"kacang merah, kering",17.7,314,22.1,1.1,56.2,4.0,2.9,502,429,10.3,11,1265.5,0.65,2.6,0,129,0,0.40,0.72,2.2,0,100,"kacang, biji, bean",tunggal,,,,[]
270,"kacang merah, segar",57.2,171,11,2.2,28,2.1,1.7,293,134,3.7,7,360.7,0.34,1.4,0,0,10.0,0.15,0.15,1.1,0,100,"kacang, biji, bean",tunggal,,,,[]
271,"kacang mete/biji
jambu monyet, segar",4.6,616,16.3,48.4,28.7,0.9,2.0,26,521,3.8,26,692.0,4.70,4.1,0,5,0,0.64,0.03,0.0,0,69,"kacang, biji, bean",tunggal,,,,[]
272,"kacang panjang, biji,
kering",12.2,357,17.3,1.5,68.6,10.6,0.4,163,437,6.9,16,1109.4,0.35,2.8,0,"218
2",0,0.57,0.98,7.1,2,100,"kacang, biji, bean",tunggal,,,,[]
273,kacang tanah sangan,1.2,560,29.5,43.0,24.1,2.9,2.2,107,366,4.1,34,509.8,1.69,2.1,0,0,0,0.31,0.30,15.5,0,100,"kacang, biji, bean",tunggal,,,,[]
274,"kacang tanah sangan
tanpa selaput",2.6,559,26.9,44.2,23.6,2.6,2.7,74,393,1.9,33,202.3,"520.4
0",1.7,0,0,0,0.30,"29.4
7",8.0,0,100,"kacang, biji, bean",tunggal,,,,[]
275,"kacang tanah, kering",9.6,525,27.9,42.7,17.4,2.4,2.4,316,456,5.7,31,466.5,1.55,1.9,0,0,30.0,0.44,0.27,1.4,0,100,"kacang, biji, bean",tunggal,,,,[]
